ref_area.label,indicator.label,source.label,sex.label,classif1.label,classif2.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Barbados,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Widowed,2016,16.94,,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Divorced or legally separated,2016,59.57,,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Not elsewhere classified,2016,44.13,,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Total,2017,60.51,,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Single,2017,64.83,,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Married,2017,62.71,,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Widowed,2017,14.84,,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Divorced or legally separated,2017,58.55,,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Not elsewhere classified,2017,50.11,,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Total,2018,59.47,,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Single,2018,63.41,,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Married,2018,61.03,,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Widowed,2018,16.9,,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Divorced or legally separated,2018,63.33,,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Not elsewhere classified,2018,44.37,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Total,2019,59.03,,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Single,2019,63.59,,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Married,2019,61.08,,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Widowed,2019,16.62,,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Divorced or legally separated,2019,55.49,,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Not elsewhere classified,2019,23.36,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Brunei Darussalam,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Total,2014,58.36,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Brunei Darussalam,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Single,2014,49.76,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Brunei Darussalam,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Married,2014,64.56,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Brunei Darussalam,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Widowed,2014,33.39,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Brunei Darussalam,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Divorced or legally separated,2014,80.73,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Brunei Darussalam,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Total,2017,56.49,,,,Repository: ILO-STATISTICS - Micro data processing
Brunei Darussalam,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Single,2017,53.81,,,,Repository: ILO-STATISTICS - Micro data processing
Brunei Darussalam,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Married,2017,60.18,,,,Repository: ILO-STATISTICS - Micro data processing
Brunei Darussalam,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Widowed,2017,31.31,,,,Repository: ILO-STATISTICS - Micro data processing
Brunei Darussalam,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Divorced or legally separated,2017,66.63,,,,Repository: ILO-STATISTICS - Micro data processing
Brunei Darussalam,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Total,2018,57.31,,,,Repository: ILO-STATISTICS - Micro data processing
Brunei Darussalam,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Single,2018,53.73,,,,Repository: ILO-STATISTICS - Micro data processing
Brunei Darussalam,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Married,2018,62.16,,,,Repository: ILO-STATISTICS - Micro data processing
Brunei Darussalam,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Widowed,2018,31.41,,,,Repository: ILO-STATISTICS - Micro data processing
Brunei Darussalam,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Divorced or legally separated,2018,70.81,,,,Repository: ILO-STATISTICS - Micro data processing
Brunei Darussalam,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Total,2019,54.91,,,,Repository: ILO-STATISTICS - Micro data processing
Brunei Darussalam,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Single,2019,51.36,,,,Repository: ILO-STATISTICS - Micro data processing
Brunei Darussalam,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Married,2019,59,,,,Repository: ILO-STATISTICS - Micro data processing
Brunei Darussalam,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Widowed,2019,33.7,,,,Repository: ILO-STATISTICS - Micro data processing
Brunei Darussalam,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Divorced or legally separated,2019,68.34,,,,Repository: ILO-STATISTICS - Micro data processing
Botswana,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Total,1996,45.71,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Botswana,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Single,1996,46.41,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Botswana,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Married,1996,47.63,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Botswana,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Union / Cohabiting,1996,56.95,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Botswana,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Widowed,1996,23.21,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Botswana,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Divorced or legally separated,1996,53.75,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Botswana,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Total,2006,52.73,,,,Repository: ILO-STATISTICS - Micro data processing
Botswana,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Single,2006,51.59,,,,Repository: ILO-STATISTICS - Micro data processing
Botswana,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Married,2006,61.02,,,,Repository: ILO-STATISTICS - Micro data processing
Botswana,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Union / Cohabiting,2006,58.39,,,,Repository: ILO-STATISTICS - Micro data processing
Botswana,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Widowed,2006,35.06,,,,Repository: ILO-STATISTICS - Micro data processing
Botswana,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Divorced or legally separated,2006,56.28,,,,Repository: ILO-STATISTICS - Micro data processing
Botswana,"Labour force participation rate by sex, age and marital status (%)",HS - Botswana Core Welfare Indicators (Poverty) Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Total,2009,55.76,,,,Repository: ILO-STATISTICS - Micro data processing
Botswana,"Labour force participation rate by sex, age and marital status (%)",HS - Botswana Core Welfare Indicators (Poverty) Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Single,2009,53.01,,,,Repository: ILO-STATISTICS - Micro data processing
Botswana,"Labour force participation rate by sex, age and marital status (%)",HS - Botswana Core Welfare Indicators (Poverty) Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Married,2009,62.18,,,,Repository: ILO-STATISTICS - Micro data processing
Botswana,"Labour force participation rate by sex, age and marital status (%)",HS - Botswana Core Welfare Indicators (Poverty) Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Union / Cohabiting,2009,66.56,,,,Repository: ILO-STATISTICS - Micro data processing
Botswana,"Labour force participation rate by sex, age and marital status (%)",HS - Botswana Core Welfare Indicators (Poverty) Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Widowed,2009,37.85,,,,Repository: ILO-STATISTICS - Micro data processing
Botswana,"Labour force participation rate by sex, age and marital status (%)",HS - Botswana Core Welfare Indicators (Poverty) Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Divorced or legally separated,2009,60.46,,,,Repository: ILO-STATISTICS - Micro data processing
Botswana,"Labour force participation rate by sex, age and marital status (%)",HS - Multi-Topic Household Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Total,2019,56.54,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Botswana,"Labour force participation rate by sex, age and marital status (%)",HS - Multi-Topic Household Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Single,2019,50.91,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Botswana,"Labour force participation rate by sex, age and marital status (%)",HS - Multi-Topic Household Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Married,2019,61.79,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Botswana,"Labour force participation rate by sex, age and marital status (%)",HS - Multi-Topic Household Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Union / Cohabiting,2019,71.26,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Botswana,"Labour force participation rate by sex, age and marital status (%)",HS - Multi-Topic Household Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Widowed,2019,28.23,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Botswana,"Labour force participation rate by sex, age and marital status (%)",HS - Multi-Topic Household Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Divorced or legally separated,2019,62.44,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Botswana,"Labour force participation rate by sex, age and marital status (%)",HS - Multi-Topic Household Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Total,2020,56.54,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Botswana,"Labour force participation rate by sex, age and marital status (%)",HS - Multi-Topic Household Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Single,2020,52.21,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Botswana,"Labour force participation rate by sex, age and marital status (%)",HS - Multi-Topic Household Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Married,2020,60.9,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Botswana,"Labour force participation rate by sex, age and marital status (%)",HS - Multi-Topic Household Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Union / Cohabiting,2020,68.52,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Botswana,"Labour force participation rate by sex, age and marital status (%)",HS - Multi-Topic Household Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Widowed,2020,26.21,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Botswana,"Labour force participation rate by sex, age and marital status (%)",HS - Multi-Topic Household Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Divorced or legally separated,2020,62.07,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Total,2000,59.4,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Single,2000,66.34,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Married,2000,60.56,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Union / Cohabiting,2000,78.6,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Widowed,2000,11.17,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Divorced or legally separated,2000,66.49,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Total,2001,59.75,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Single,2001,67,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Married,2001,60.15,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Union / Cohabiting,2001,79.17,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Widowed,2001,11.47,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Divorced or legally separated,2001,67.44,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Total,2002,60.91,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Single,2002,68.26,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Married,2002,61.23,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Union / Cohabiting,2002,80.49,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Widowed,2002,11.53,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Divorced or legally separated,2002,68.34,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Total,2003,61.89,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Single,2003,69.6,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Married,2003,61.98,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Union / Cohabiting,2003,81.01,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Widowed,2003,11.7,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Divorced or legally separated,2003,69.56,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Total,2004,61.99,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Single,2004,69.55,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Married,2004,62.28,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Union / Cohabiting,2004,80.52,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Widowed,2004,12.27,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Divorced or legally separated,2004,68.7,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Total,2005,61.66,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Single,2005,69.31,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Married,2005,61.9,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Union / Cohabiting,2005,80.33,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Widowed,2005,12.33,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Divorced or legally separated,2005,67.16,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Total,2006,61.88,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Single,2006,69.26,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Married,2006,61.51,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Union / Cohabiting,2006,80.92,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Widowed,2006,13.13,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Divorced or legally separated,2006,67.78,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Total,2007,62.51,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Single,2007,70.14,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Married,2007,62.18,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Union / Cohabiting,2007,80.54,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Widowed,2007,13.03,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Divorced or legally separated,2007,68.06,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Total,2008,62.55,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Single,2008,70.13,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Married,2008,62.11,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Union / Cohabiting,2008,80.63,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Widowed,2008,13.6,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Labour force participation rate by sex, age and marital status (%)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (detailed): Divorced or legally separated,2008,67.24,,,,Repository: ILO-STATISTICS - Micro data processing
